Date,Location,Mall,On_Off_Cmd,A/M_Status,Run_Status,Trip_Status,Schedule_Mode,Time_Schedule,Power_Consumption_in_kwh,Filter_Status,Indoor_Temperature,Airflow_Rates_in_CFM,Month,Is_Weekend,Season,Climate_Prone,Outdoor_Temperature,Occupancy,Fan_Speed,Air_Filter,Air_Quality_PPM,Power_consumption_kwh
2021-03-24,Lucknow,United,On,Auto,On,Normal,Off,Off,2.5,Clean,20,486.0,,,,,,,,,,
2021-03-25,Lucknow,United,On,Manual,On,Trip,Scheduled,Scheduled,2.4,Clean,19,490.0,,,,,,,,,,
2021-03-26,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.5,Clean,25,470.0,,,,,,,,,,
2021-03-27,Lucknow,United,On,Auto,On,Trip,Scheduled,Scheduled,2.3,Clean,25,403.0,,,,,,,,,,
2021-03-28,Lucknow,United,On,Auto,On,Normal,Off,Off,2.2,Clean,26,374.0,,,,,,,,,,
2021-03-29,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Clean,19,357.0,,,,,,,,,,
2021-03-30,Lucknow,United,On,Manual,On,Normal,Scheduled,Scheduled,2.1,Clean,18,390.0,,,,,,,,,,
2021-03-31,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Clean,22,377.0,,,,,,,,,,
2021-04-01,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.5,Dirty,24,384.0,,,,,,,,,,
2021-04-02,Lucknow,United,On,Manual,On,Normal,Scheduled,Scheduled,2.2,Clean,26,360.0,,,,,,,,,,
2021-04-03,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,23,382.0,,,,,,,,,,
2021-04-04,Lucknow,United,On,Manual,On,Normal,Off,Off,2.1,Clean,16,434.0,,,,,,,,,,
2021-04-05,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Clean,22,497.0,,,,,,,,,,
2021-04-06,Lucknow,United,On,Auto,On,Normal,Off,Off,2.4,Clean,16,358.0,,,,,,,,,,
2021-04-07,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,18,409.0,,,,,,,,,,
2021-04-08,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Dirty,16,360.0,,,,,,,,,,
2021-04-09,Lucknow,United,On,Manual,On,Normal,Off,Off,2.5,Clean,19,428.0,,,,,,,,,,
2021-04-10,Lucknow,United,On,Auto,On,Normal,Off,Off,2.5,Clean,23,474.0,,,,,,,,,,
2021-04-11,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.5,Clean,21,398.0,,,,,,,,,,
2021-04-12,Lucknow,United,On,Auto,On,Normal,Off,Off,1.9,Clean,15,485.0,,,,,,,,,,
2021-04-13,Lucknow,United,On,Manual,On,Normal,Scheduled,Scheduled,2.5,Clean,24,409.0,,,,,,,,,,
2021-04-14,Lucknow,United,On,Auto,On,Normal,Off,Off,2.1,Clean,16,423.0,,,,,,,,,,
2021-04-15,Lucknow,United,On,Auto,On,Normal,Off,Off,2.4,Clean,21,495.0,,,,,,,,,,
2021-04-16,Lucknow,United,On,Manual,On,Normal,Off,Off,2.2,Clean,24,375.0,,,,,,,,,,
2021-04-17,Lucknow,United,On,Manual,On,Normal,Scheduled,Scheduled,2.3,Dirty,24,450.0,,,,,,,,,,
2021-04-18,Lucknow,United,On,Auto,On,Trip,Scheduled,Scheduled,2.0,Clean,15,439.0,,,,,,,,,,
2021-04-19,Lucknow,United,On,Manual,On,Normal,Scheduled,Scheduled,2.4,Clean,26,363.0,,,,,,,,,,
2021-04-20,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Dirty,20,483.0,,,,,,,,,,
2021-04-21,Lucknow,United,On,Auto,On,Normal,Off,Off,1.9,Dirty,15,391.0,,,,,,,,,,
2021-04-22,Lucknow,United,On,Auto,On,Trip,Off,Off,2.4,Clean,23,481.0,,,,,,,,,,
2021-04-23,Lucknow,United,On,Manual,On,Normal,Scheduled,Scheduled,2.2,Dirty,19,444.0,,,,,,,,,,
2021-04-24,Lucknow,United,On,Manual,Off,Normal,Off,Off,0.0,Dirty,25,0.0,,,,,,,,,,
2021-04-25,Lucknow,United,On,Auto,On,Trip,Off,Off,1.9,Clean,17,447.0,,,,,,,,,,
2021-04-26,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Clean,23,381.0,,,,,,,,,,
2021-04-27,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Clean,19,481.0,,,,,,,,,,
2021-04-28,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,19,498.0,,,,,,,,,,
2021-04-29,Lucknow,United,On,Manual,On,Normal,Scheduled,Scheduled,2.3,Clean,17,427.0,,,,,,,,,,
2021-04-30,Lucknow,United,On,Auto,On,Normal,Off,Off,2.4,Clean,16,481.0,,,,,,,,,,
2021-05-01,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.5,Dirty,17,400.0,,,,,,,,,,
2021-05-02,Lucknow,United,On,Manual,On,Normal,Scheduled,Scheduled,1.8,Clean,17,416.0,,,,,,,,,,
2021-05-03,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Clean,27,353.0,,,,,,,,,,
2021-05-04,Lucknow,United,On,Manual,On,Normal,Off,Off,2.3,Dirty,24,415.0,,,,,,,,,,
2021-05-05,Lucknow,United,On,Manual,On,Normal,Off,Off,1.9,Dirty,25,418.0,,,,,,,,,,
2021-05-06,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Clean,22,356.0,,,,,,,,,,
2021-05-07,Lucknow,United,On,Auto,On,Normal,Off,Off,2.3,Dirty,26,446.0,,,,,,,,,,
2021-05-08,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,23,352.0,,,,,,,,,,
2021-05-09,Lucknow,United,On,Manual,On,Normal,Scheduled,Scheduled,2.5,Dirty,27,393.0,,,,,,,,,,
2021-05-10,Lucknow,United,On,Auto,On,Normal,Off,Off,2.5,Dirty,18,497.0,,,,,,,,,,
2021-05-11,Lucknow,United,On,Manual,On,Normal,Scheduled,Scheduled,2.2,Dirty,23,442.0,,,,,,,,,,
2021-05-12,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.1,Clean,20,477.0,,,,,,,,,,
2021-05-13,Lucknow,United,On,Auto,On,Normal,Off,Off,2.5,Clean,19,369.0,,,,,,,,,,
2021-05-14,Lucknow,United,On,Manual,On,Trip,Scheduled,Scheduled,2.3,Dirty,18,382.0,,,,,,,,,,
2021-05-15,Lucknow,United,On,Manual,On,Normal,Scheduled,Scheduled,2.1,Clean,25,369.0,,,,,,,,,,
2021-05-16,Lucknow,United,On,Manual,On,Normal,Off,Off,2.4,Dirty,16,447.0,,,,,,,,,,
2021-05-17,Lucknow,United,On,Auto,On,Normal,Off,Off,1.9,Clean,27,484.0,,,,,,,,,,
2021-05-18,Lucknow,United,On,Auto,On,Normal,Off,Off,2.4,Dirty,16,397.0,,,,,,,,,,
2021-05-19,Lucknow,United,On,Auto,On,Normal,Off,Off,2.3,Clean,24,438.0,,,,,,,,,,
2021-05-20,Lucknow,United,On,Manual,On,Normal,Off,Off,2.2,Clean,23,405.0,,,,,,,,,,
2021-05-21,Lucknow,United,On,Auto,On,Normal,Off,Off,2.0,Clean,27,444.0,,,,,,,,,,
2021-05-22,Lucknow,United,On,Auto,On,Normal,Off,Off,2.1,Clean,19,414.0,,,,,,,,,,
2021-05-23,Lucknow,United,On,Auto,On,Normal,Off,Off,2.1,Clean,21,449.0,,,,,,,,,,
2021-05-24,Lucknow,United,On,Manual,On,Trip,Scheduled,Scheduled,1.8,Clean,15,375.0,,,,,,,,,,
2021-05-25,Lucknow,United,On,Manual,On,Normal,Scheduled,Scheduled,2.1,Clean,23,448.0,,,,,,,,,,
2021-05-26,Lucknow,United,On,Auto,On,Normal,Off,Off,2.3,Clean,20,388.0,,,,,,,,,,
2021-05-27,Lucknow,United,On,Auto,On,Normal,Off,Off,1.9,Clean,17,475.0,,,,,,,,,,
2021-05-28,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,1.8,Clean,16,457.0,,,,,,,,,,
2021-05-29,Lucknow,United,On,Auto,On,Trip,Scheduled,Scheduled,2.4,Clean,19,422.0,,,,,,,,,,
2021-05-30,Lucknow,United,On,Manual,On,Trip,Scheduled,Scheduled,1.9,Clean,21,408.0,,,,,,,,,,
2021-05-31,Lucknow,United,On,Manual,On,Trip,Off,Off,2.0,Clean,17,370.0,,,,,,,,,,
2021-06-01,Lucknow,United,On,Manual,On,Normal,Scheduled,Scheduled,2.2,Dirty,16,491.0,,,,,,,,,,
2021-06-02,Lucknow,United,On,Auto,On,Normal,Off,Off,2.3,Clean,26,412.0,,,,,,,,,,
2021-06-03,Lucknow,United,On,Auto,On,Normal,Off,Off,2.4,Clean,19,400.0,,,,,,,,,,
2021-06-04,Lucknow,United,On,Auto,Off,Normal,Off,Off,0.0,Clean,18,0.0,,,,,,,,,,
2021-06-05,Lucknow,United,On,Auto,Off,Normal,Off,Off,0.0,Dirty,17,0.0,,,,,,,,,,
2021-06-06,Lucknow,United,On,Manual,On,Normal,Off,Off,2.1,Dirty,22,436.0,,,,,,,,,,
2021-06-07,Lucknow,United,On,Manual,On,Trip,Off,Off,2.5,Dirty,17,483.0,,,,,,,,,,
2021-06-08,Lucknow,United,On,Auto,On,Normal,Off,Off,1.9,Clean,27,401.0,,,,,,,,,,
2021-06-09,Lucknow,United,On,Auto,On,Trip,Scheduled,Scheduled,2.2,Clean,23,361.0,,,,,,,,,,
2021-06-10,Lucknow,United,On,Manual,Off,Normal,Off,Off,0.0,Clean,24,0.0,,,,,,,,,,
2021-06-11,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.5,Clean,17,431.0,,,,,,,,,,
2021-06-12,Lucknow,United,On,Auto,On,Normal,Off,Off,2.0,Clean,16,479.0,,,,,,,,,,
2021-06-13,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Clean,16,466.0,,,,,,,,,,
2021-06-14,Lucknow,United,On,Manual,On,Normal,Scheduled,Scheduled,2.2,Dirty,27,358.0,,,,,,,,,,
2021-06-15,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Clean,21,402.0,,,,,,,,,,
2021-06-16,Lucknow,United,On,Manual,On,Trip,Scheduled,Scheduled,2.1,Clean,22,468.0,,,,,,,,,,
2021-06-17,Lucknow,United,On,Manual,On,Normal,Scheduled,Scheduled,2.3,Clean,15,430.0,,,,,,,,,,
2021-06-18,Lucknow,United,On,Manual,On,Normal,Scheduled,Scheduled,2.5,Clean,19,457.0,,,,,,,,,,
2021-06-19,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.1,Clean,22,409.0,,,,,,,,,,
2021-06-20,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Dirty,23,356.0,,,,,,,,,,
2021-06-21,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Clean,25,374.0,,,,,,,,,,
2021-06-22,Lucknow,United,On,Auto,On,Normal,Off,Off,2.4,Clean,21,479.0,,,,,,,,,,
2021-06-23,Lucknow,United,On,Auto,On,Normal,Off,Off,2.4,Clean,20,438.0,,,,,,,,,,
2021-06-24,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Clean,17,467.0,,,,,,,,,,
2021-06-25,Lucknow,United,On,Auto,On,Normal,Off,Off,2.4,Clean,18,421.0,,,,,,,,,,
2021-06-26,Lucknow,United,On,Auto,On,Trip,Scheduled,Scheduled,2.2,Clean,24,474.0,,,,,,,,,,
2021-06-27,Lucknow,United,On,Manual,On,Normal,Off,Off,2.0,Clean,18,497.0,,,,,,,,,,
2021-06-28,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,24,419.0,,,,,,,,,,
2021-06-29,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Clean,15,488.0,,,,,,,,,,
2021-06-30,Lucknow,United,On,Manual,On,Normal,Scheduled,Scheduled,2.3,Dirty,17,427.0,,,,,,,,,,
2021-07-01,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.1,Clean,22,476.0,,,,,,,,,,
2021-07-02,Lucknow,United,On,Manual,On,Normal,Off,Off,2.4,Clean,21,350.0,,,,,,,,,,
2021-07-03,Lucknow,United,On,Auto,On,Normal,Off,Off,2.3,Clean,27,353.0,,,,,,,,,,
2021-07-04,Lucknow,United,On,Auto,On,Trip,Scheduled,Scheduled,1.8,Clean,18,452.0,,,,,,,,,,
2021-07-05,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,1.8,Dirty,27,449.0,,,,,,,,,,
2021-07-06,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.1,Dirty,23,452.0,,,,,,,,,,
2021-07-07,Lucknow,United,On,Manual,On,Normal,Scheduled,Scheduled,2.0,Clean,25,469.0,,,,,,,,,,
2021-07-08,Lucknow,United,On,Auto,On,Trip,Scheduled,Scheduled,2.3,Clean,25,475.0,,,,,,,,,,
2021-07-09,Lucknow,United,On,Auto,On,Normal,Off,Off,2.3,Dirty,18,411.0,,,,,,,,,,
2021-07-10,Lucknow,United,On,Manual,On,Trip,Off,Off,2.0,Dirty,25,407.0,,,,,,,,,,
2021-07-11,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Clean,23,445.0,,,,,,,,,,
2021-07-12,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.5,Clean,17,489.0,,,,,,,,,,
2021-07-13,Lucknow,United,On,Auto,On,Normal,Off,Off,1.8,Clean,16,443.0,,,,,,,,,,
2021-07-14,Lucknow,United,On,Manual,On,Normal,Off,Off,2.2,Clean,21,361.0,,,,,,,,,,
2021-07-15,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,19,355.0,,,,,,,,,,
2021-07-16,Lucknow,United,On,Manual,On,Normal,Scheduled,Scheduled,2.2,Clean,20,436.0,,,,,,,,,,
2021-07-17,Lucknow,United,On,Auto,On,Normal,Off,Off,1.9,Dirty,26,457.0,,,,,,,,,,
2021-07-18,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Clean,18,467.0,,,,,,,,,,
2021-07-19,Lucknow,United,On,Manual,On,Normal,Scheduled,Scheduled,2.4,Clean,27,351.0,,,,,,,,,,
2021-07-20,Lucknow,United,On,Auto,On,Normal,Off,Off,2.2,Clean,21,416.0,,,,,,,,,,
2021-07-21,Lucknow,United,On,Auto,Off,Normal,Off,Off,0.0,Clean,18,0.0,,,,,,,,,,
2021-07-22,Lucknow,United,On,Auto,On,Normal,Off,Off,2.4,Clean,16,398.0,,,,,,,,,,
2021-07-23,Lucknow,United,On,Manual,On,Normal,Scheduled,Scheduled,2.2,Dirty,26,402.0,,,,,,,,,,
2021-07-24,Lucknow,United,On,Manual,On,Trip,Off,Off,2.3,Clean,16,459.0,,,,,,,,,,
2021-07-25,Lucknow,United,On,Manual,On,Normal,Off,Off,2.2,Clean,16,466.0,,,,,,,,,,
2021-07-26,Lucknow,United,On,Manual,On,Normal,Scheduled,Scheduled,2.0,Clean,17,417.0,,,,,,,,,,
2021-07-27,Lucknow,United,On,Manual,On,Normal,Scheduled,Scheduled,2.3,Clean,24,419.0,,,,,,,,,,
2021-07-28,Lucknow,United,On,Manual,On,Normal,Off,Off,1.9,Clean,26,455.0,,,,,,,,,,
2021-07-29,Lucknow,United,On,Manual,On,Normal,Scheduled,Scheduled,2.4,Clean,15,389.0,,,,,,,,,,
2021-07-30,Lucknow,United,On,Auto,On,Normal,Off,Off,1.9,Clean,24,428.0,,,,,,,,,,
2021-07-31,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.5,Clean,25,491.0,,,,,,,,,,
2021-08-01,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Dirty,17,484.0,,,,,,,,,,
2021-08-02,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Clean,20,363.0,,,,,,,,,,
2021-08-03,Lucknow,United,On,Auto,On,Normal,Off,Off,1.8,Dirty,17,469.0,,,,,,,,,,
2021-08-04,Lucknow,United,On,Manual,On,Normal,Off,Off,2.4,Dirty,17,376.0,,,,,,,,,,
2021-08-05,Lucknow,United,On,Auto,On,Normal,Off,Off,2.1,Dirty,21,379.0,,,,,,,,,,
2021-08-06,Lucknow,United,On,Auto,Off,Normal,Off,Off,0.0,Clean,15,0.0,,,,,,,,,,
2021-08-07,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Clean,17,428.0,,,,,,,,,,
2021-08-08,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,1.8,Dirty,19,487.0,,,,,,,,,,
2021-08-09,Lucknow,United,On,Auto,On,Trip,Off,Off,2.1,Clean,16,354.0,,,,,,,,,,
2021-08-10,Lucknow,United,On,Manual,On,Normal,Off,Off,1.9,Clean,21,359.0,,,,,,,,,,
2021-08-11,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.1,Clean,21,450.0,,,,,,,,,,
2021-08-12,Lucknow,United,On,Auto,On,Trip,Scheduled,Scheduled,2.5,Clean,21,380.0,,,,,,,,,,
2021-08-13,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Clean,27,433.0,,,,,,,,,,
2021-08-14,Lucknow,United,On,Manual,On,Trip,Scheduled,Scheduled,2.2,Clean,24,427.0,,,,,,,,,,
2021-08-15,Lucknow,United,On,Manual,On,Normal,Off,Off,1.9,Dirty,21,375.0,,,,,,,,,,
2021-08-16,Lucknow,United,On,Auto,On,Normal,Off,Off,2.0,Dirty,18,493.0,,,,,,,,,,
2021-08-17,Lucknow,United,On,Auto,On,Trip,Off,Off,2.0,Dirty,17,353.0,,,,,,,,,,
2021-08-18,Lucknow,United,On,Auto,On,Normal,Off,Off,2.1,Clean,19,400.0,,,,,,,,,,
2021-08-19,Lucknow,United,On,Manual,On,Normal,Scheduled,Scheduled,2.2,Dirty,17,353.0,,,,,,,,,,
2021-08-20,Lucknow,United,On,Auto,On,Normal,Off,Off,1.8,Dirty,22,472.0,,,,,,,,,,
2021-08-21,Lucknow,United,On,Auto,On,Normal,Off,Off,2.1,Clean,16,352.0,,,,,,,,,,
2021-08-22,Lucknow,United,On,Auto,On,Trip,Off,Off,2.1,Clean,15,453.0,,,,,,,,,,
2021-08-23,Lucknow,United,On,Manual,On,Normal,Off,Off,2.5,Dirty,20,394.0,,,,,,,,,,
2021-08-24,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,26,406.0,,,,,,,,,,
2021-08-25,Lucknow,United,On,Manual,On,Trip,Scheduled,Scheduled,2.0,Clean,20,498.0,,,,,,,,,,
2021-08-26,Lucknow,United,On,Auto,On,Normal,Off,Off,2.3,Clean,27,401.0,,,,,,,,,,
2021-08-27,Lucknow,United,On,Auto,On,Trip,Off,Off,2.1,Clean,25,352.0,,,,,,,,,,
2021-08-28,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,19,427.0,,,,,,,,,,
2021-08-29,Lucknow,United,On,Manual,On,Normal,Scheduled,Scheduled,2.5,Clean,17,392.0,,,,,,,,,,
2021-08-30,Lucknow,United,On,Auto,On,Trip,Off,Off,2.5,Clean,24,499.0,,,,,,,,,,
2021-08-31,Lucknow,United,On,Auto,On,Trip,Off,Off,2.2,Dirty,20,377.0,,,,,,,,,,
2021-09-01,Lucknow,United,On,Manual,On,Normal,Off,Off,2.1,Clean,21,374.0,,,,,,,,,,
2021-09-02,Lucknow,United,On,Manual,On,Trip,Scheduled,Scheduled,1.9,Clean,23,351.0,,,,,,,,,,
2021-09-03,Lucknow,United,On,Manual,On,Trip,Off,Off,2.3,Clean,19,378.0,,,,,,,,,,
2021-09-04,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Clean,19,492.0,,,,,,,,,,
2021-09-05,Lucknow,United,On,Manual,On,Trip,Off,Off,1.9,Clean,27,411.0,,,,,,,,,,
2021-09-06,Lucknow,United,On,Manual,On,Normal,Scheduled,Scheduled,2.0,Clean,21,381.0,,,,,,,,,,
2021-09-07,Lucknow,United,On,Manual,On,Normal,Scheduled,Scheduled,2.1,Clean,24,444.0,,,,,,,,,,
2021-09-08,Lucknow,United,On,Auto,On,Normal,Off,Off,2.5,Clean,20,419.0,,,,,,,,,,
2021-09-09,Lucknow,United,On,Manual,On,Trip,Off,Off,2.3,Dirty,19,398.0,,,,,,,,,,
2021-09-10,Lucknow,United,On,Manual,On,Normal,Scheduled,Scheduled,2.0,Clean,16,488.0,,,,,,,,,,
2021-09-11,Lucknow,United,On,Auto,Off,Normal,Off,Off,0.0,Clean,25,0.0,,,,,,,,,,
2021-09-12,Lucknow,United,On,Auto,On,Trip,Off,Off,2.1,Clean,20,418.0,,,,,,,,,,
2021-09-13,Lucknow,United,On,Auto,On,Normal,Off,Off,2.0,Clean,23,354.0,,,,,,,,,,
2021-09-14,Lucknow,United,On,Auto,Off,Normal,Off,Off,0.0,Clean,26,0.0,,,,,,,,,,
2021-09-15,Lucknow,United,On,Manual,On,Normal,Scheduled,Scheduled,2.0,Clean,21,456.0,,,,,,,,,,
2021-09-16,Lucknow,United,On,Auto,On,Normal,Off,Off,2.3,Dirty,21,463.0,,,,,,,,,,
2021-09-17,Lucknow,United,On,Auto,On,Trip,Scheduled,Scheduled,2.3,Clean,21,401.0,,,,,,,,,,
2021-09-18,Lucknow,United,On,Manual,On,Normal,Off,Off,2.3,Clean,23,496.0,,,,,,,,,,
2021-09-19,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Dirty,22,404.0,,,,,,,,,,
2021-09-20,Lucknow,United,On,Auto,On,Trip,Off,Off,2.4,Dirty,15,487.0,,,,,,,,,,
2021-09-21,Lucknow,United,On,Manual,On,Normal,Off,Off,2.0,Clean,21,466.0,,,,,,,,,,
2021-09-22,Lucknow,United,On,Auto,On,Normal,Off,Off,2.3,Clean,18,480.0,,,,,,,,,,
2021-09-23,Lucknow,United,On,Auto,On,Normal,Off,Off,2.1,Clean,17,363.0,,,,,,,,,,
2021-09-24,Lucknow,United,On,Manual,On,Normal,Off,Off,2.0,Dirty,16,388.0,,,,,,,,,,
2021-09-25,Lucknow,United,On,Auto,On,Normal,Off,Off,2.3,Clean,17,393.0,,,,,,,,,,
2021-09-26,Lucknow,United,On,Auto,On,Normal,Off,Off,2.1,Clean,25,422.0,,,,,,,,,,
2021-09-27,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.1,Dirty,27,454.0,,,,,,,,,,
2021-09-28,Lucknow,United,On,Auto,On,Normal,Off,Off,1.9,Clean,23,446.0,,,,,,,,,,
2021-09-29,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Dirty,15,451.0,,,,,,,,,,
2021-09-30,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.1,Clean,15,481.0,,,,,,,,,,
2021-10-01,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.5,Dirty,20,461.0,,,,,,,,,,
2021-10-02,Lucknow,United,On,Auto,On,Normal,Off,Off,2.0,Dirty,25,395.0,,,,,,,,,,
2021-10-03,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.3,Clean,15,403.0,,,,,,,,,,
2021-10-04,Lucknow,United,On,Manual,Off,Normal,Off,Off,0.0,Clean,24,0.0,,,,,,,,,,
2021-10-05,Lucknow,United,On,Auto,On,Normal,Off,Off,2.0,Clean,21,399.0,,,,,,,,,,
2021-10-06,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.0,Clean,27,428.0,,,,,,,,,,
2021-10-07,Lucknow,United,On,Manual,On,Trip,Scheduled,Scheduled,2.5,Dirty,21,415.0,,,,,,,,,,
2021-10-08,Lucknow,United,On,Auto,On,Normal,Off,Off,2.5,Clean,21,363.0,,,,,,,,,,
2021-10-09,Lucknow,United,On,Manual,Off,Normal,Off,Off,0.0,Dirty,20,0.0,,,,,,,,,,
2021-10-10,Lucknow,United,On,Manual,On,Normal,Scheduled,Scheduled,2.0,Clean,16,419.0,,,,,,,,,,
2021-10-11,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.4,Dirty,21,480.0,,,,,,,,,,
2021-10-12,Lucknow,United,On,Auto,On,Normal,Off,Off,1.9,Clean,27,384.0,,,,,,,,,,
2021-10-13,Lucknow,United,On,Auto,On,Normal,Off,Off,2.1,Clean,18,468.0,,,,,,,,,,
2021-10-14,Lucknow,United,On,Manual,On,Trip,Off,Off,2.1,Clean,24,359.0,,,,,,,,,,
2021-10-15,Lucknow,United,On,Manual,On,Normal,Off,Off,2.0,Clean,26,365.0,,,,,,,,,,
2021-10-16,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Clean,24,384.0,,,,,,,,,,
2021-10-17,Lucknow,United,On,Manual,On,Normal,Off,Off,2.3,Dirty,15,487.0,,,,,,,,,,
2021-10-18,Lucknow,United,On,Auto,On,Trip,Scheduled,Scheduled,2.1,Clean,26,378.0,,,,,,,,,,
2021-10-19,Lucknow,United,On,Manual,On,Normal,Scheduled,Scheduled,2.1,Dirty,22,375.0,,,,,,,,,,
2021-10-20,Lucknow,United,On,Auto,On,Trip,Scheduled,Scheduled,2.3,Clean,17,442.0,,,,,,,,,,
2021-10-21,Lucknow,United,On,Auto,On,Normal,Off,Off,2.0,Dirty,16,464.0,,,,,,,,,,
2021-10-22,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,1.8,Dirty,15,409.0,,,,,,,,,,
2021-10-23,Lucknow,United,On,Manual,On,Normal,Scheduled,Scheduled,2.4,Dirty,16,441.0,,,,,,,,,,
2021-10-24,Lucknow,United,On,Manual,On,Trip,Scheduled,Scheduled,2.4,Clean,23,410.0,,,,,,,,,,
2021-10-25,Lucknow,United,On,Auto,On,Normal,Off,Off,2.4,Clean,22,376.0,,,,,,,,,,
2021-10-26,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,1.8,Clean,20,409.0,,,,,,,,,,
2021-10-27,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,2.2,Clean,26,454.0,,,,,,,,,,
2021-10-28,Lucknow,United,On,Auto,On,Trip,Off,Off,2.4,Clean,17,423.0,,,,,,,,,,
2021-10-29,Lucknow,United,On,Auto,On,Normal,Off,Off,1.9,Clean,22,491.0,,,,,,,,,,
2021-10-30,Lucknow,United,On,Auto,On,Normal,Scheduled,Scheduled,1.9,Clean,24,393.0,,,,,,,,,,
2021-10-31,Lucknow,United,On,Auto,On,Trip,Off,Off,1.9,Clean,18,469.0,,,,,,,,,,
2021-11-01,Lucknow,United,On,Manual,On,Normal,Off,Off,2.3,Dirty,24,457.0,,,,,,,,,,
2021-11-02,Lucknow,United,On,Manual,On,Normal,Scheduled,Scheduled,2.4,Clean,20,361.0,,,,,,,,,,
2021-11-03,Lucknow,United,On,Manual,On,Normal,Off,Off,2.3,Dirty,26,380.0,,,,,,,,,,
2021-11-04,Lucknow,United,On,Auto,On,Normal,Off,Off,2.1,Clean,24,377.0,,,,,,,,,,
2021-11-05,Lucknow,United,On,Manual,On,Normal,Off,Off,1.9,Clean,20,378.0,,,,,,,,,,
2021-11-06,Lucknow,United,On,Manual,On,Normal,Scheduled,Scheduled,2.3,Dirty,26,456.0,,,,,,,,,,
2021-11-07,Lucknow,United,On,Auto,On,Normal,Off,Off,2.2,Clean,15,479.0,,,,,,,,,,
